price_id,security_id,price_date,closing_price
237,1,2024-08-24,75.75
238,1,2024-08-25,75.49
239,1,2024-08-26,76.43
240,1,2024-08-27,76.16
241,1,2024-08-28,76.64
242,1,2024-08-29,77.11
243,1,2024-08-30,77.53
244,1,2024-08-31,76.06
245,1,2024-09-01,76.76
246,1,2024-09-02,76.31
247,1,2024-09-03,77.31
248,1,2024-09-04,74.02
249,1,2024-09-05,71.89
250,1,2024-09-06,72.45
251,1,2024-09-07,75.18
252,1,2024-09-08,76.48
253,1,2024-09-09,75.47
254,1,2024-09-10,72.95
255,1,2024-09-11,74.07
256,1,2024-09-12,73.99
257,1,2024-09-13,74.9
258,1,2024-09-14,75.11
259,1,2024-09-15,75.19
260,1,2024-09-16,79.68
261,1,2024-09-17,79.71
262,1,2024-09-18,79.5
263,1,2024-09-19,79.34
264,1,2024-09-20,78.46
265,1,2024-09-21,80.05
266,1,2024-09-22,79.52
267,1,2024-09-23,80.58
268,1,2024-09-24,81.08
269,1,2024-09-25,83.09
270,1,2024-09-26,83.83
271,1,2024-09-27,81.84
272,1,2024-09-28,79.71
273,1,2024-09-29,81.99
274,1,2024-09-30,81.04
275,1,2024-10-01,78.94
276,1,2024-10-02,77.92
277,1,2024-10-03,79.93
278,1,2024-10-04,77.7
279,1,2024-10-05,76.39
280,1,2024-10-06,75.41
281,1,2024-10-07,73.56
282,1,2024-10-08,71.86
283,1,2024-10-09,69.71
284,1,2024-10-10,69.1
285,1,2024-10-11,68.65
286,1,2024-10-12,67.74
287,1,2024-10-13,65.54
288,1,2024-10-14,67.21
289,1,2024-10-15,65.46
290,1,2024-10-16,65.86
291,1,2024-10-17,64.47
292,1,2024-10-18,65.37
293,1,2024-10-19,66.65
294,1,2024-10-20,65.51
295,1,2024-10-21,63.03
296,1,2024-10-22,63.93
297,1,2024-10-23,66.36
298,1,2024-10-24,66.95
299,1,2024-10-25,67.2
300,1,2024-10-26,68.33
301,1,2024-10-27,69.41
302,1,2024-10-28,68.3
303,1,2024-10-29,67.43
304,1,2024-10-30,68.29
305,1,2024-10-31,68.13
306,1,2024-11-01,69.95
307,1,2024-11-02,69.0
308,1,2024-11-03,70.07
309,1,2024-11-04,70.59
310,1,2024-11-05,70.45
311,1,2024-11-06,72.14
312,1,2024-11-07,73.15
313,1,2024-11-08,71.72
314,1,2024-11-09,72.68
315,1,2024-11-10,74.71
316,1,2024-11-11,74.55
317,1,2024-11-12,74.22
318,1,2024-11-13,73.26
319,1,2024-11-14,73.28
320,1,2024-11-15,74.32
321,1,2024-11-16,73.14
322,1,2024-11-17,71.21
323,1,2024-11-18,70.71
324,1,2024-11-19,68.79
325,1,2024-11-20,69.55
326,1,2024-11-21,68.99
327,1,2024-11-22,66.6
328,1,2024-11-23,66.17
329,1,2024-11-24,65.95
330,1,2024-11-25,66.57
331,1,2024-11-26,66.41
332,1,2024-11-27,68.93
333,1,2024-11-28,68.25
334,1,2024-11-29,68.2
335,1,2024-11-30,68.09
336,1,2024-12-01,67.74
337,1,2024-12-02,67.97
338,1,2024-12-03,68.74
339,1,2024-12-04,70.61
340,1,2024-12-05,68.43
341,1,2024-12-06,67.77
342,1,2024-12-07,67.2
343,1,2024-12-08,68.49
344,1,2024-12-09,68.04
345,1,2024-12-10,65.49
346,1,2024-12-11,65.64
347,1,2024-12-12,65.63
348,1,2024-12-13,65.9
349,1,2024-12-14,64.56
350,1,2024-12-15,66.81
351,1,2024-12-16,66.41
352,1,2024-12-17,66.19
353,1,2024-12-18,65.04
354,1,2024-12-19,63.86
355,1,2024-12-20,62.33
356,1,2024-12-21,61.87
357,1,2024-12-22,60.71
358,1,2024-12-23,63.24
359,1,2024-12-24,60.88
360,1,2024-12-25,59.54
361,1,2024-12-26,59.09
362,1,2024-12-27,59.92
363,1,2024-12-28,59.45
364,1,2024-12-29,60.29
365,1,2024-12-30,59.13
366,1,2024-12-31,59.23
367,1,2025-01-01,61.32
368,1,2025-01-02,60.17
369,1,2025-01-03,60.7
370,1,2025-01-04,60.98
371,1,2025-01-05,58.27
372,1,2025-01-06,57.61
373,1,2025-01-07,58.94
374,1,2025-01-08,59.13
375,1,2025-01-09,57.73
376,1,2025-01-10,58.55
377,1,2025-01-11,58.02
378,1,2025-01-12,58.47
379,1,2025-01-13,58.94
380,1,2025-01-14,57.65
381,1,2025-01-15,58.59
382,1,2025-01-16,57.44
383,1,2025-01-17,55.97
384,1,2025-01-18,55.0
385,1,2025-01-19,54.65
386,1,2025-01-20,54.8
387,1,2025-01-21,53.98
388,1,2025-01-22,54.81
389,1,2025-01-23,55.11
390,1,2025-01-24,54.38
391,1,2025-01-25,55.37
392,1,2025-01-26,56.68
393,1,2025-01-27,56.6
394,1,2025-01-28,56.38
395,1,2025-01-29,54.41
396,1,2025-01-30,54.0
397,1,2025-01-31,53.71
398,1,2025-02-01,54.0
399,1,2025-02-02,53.84
400,1,2025-02-03,54.13
401,1,2025-02-04,55.82
402,1,2025-02-05,55.26
403,1,2025-02-06,54.74
404,1,2025-02-07,53.34
405,1,2025-02-08,53.35
406,1,2025-02-09,54.42
407,1,2025-02-10,52.54
408,1,2025-02-11,51.87
409,1,2025-02-12,51.93
410,1,2025-02-13,52.84
411,1,2025-02-14,53.27
412,1,2025-02-15,53.65
413,1,2025-02-16,53.43
414,1,2025-02-17,53.97
415,1,2025-02-18,55.1
416,1,2025-02-19,53.24
417,1,2025-02-20,54.04
418,1,2025-02-21,53.96
419,1,2025-02-22,53.42
420,1,2025-02-23,50.84
421,1,2025-02-24,49.46
422,1,2025-02-25,51.16
423,1,2025-02-26,50.48
424,1,2025-02-27,49.41
425,1,2025-02-28,48.99
426,1,2025-03-01,48.28
427,1,2025-03-02,48.43
428,1,2025-03-03,49.92
429,1,2025-03-04,49.36
430,1,2025-03-05,49.53
431,1,2025-03-06,48.42
432,1,2025-03-07,49.92
433,1,2025-03-08,50.13
434,1,2025-03-09,49.07
435,1,2025-03-10,49.99
436,1,2025-03-11,51.21
437,1,2025-03-12,51.4
438,1,2025-03-13,49.74
439,1,2025-03-14,51.54
440,1,2025-03-15,51.89
441,1,2025-03-16,53.13
442,1,2025-03-17,52.57
443,1,2025-03-18,52.18
444,1,2025-03-19,52.32
445,1,2025-03-20,53.51
446,1,2025-03-21,53.69
447,1,2025-03-22,52.37
448,1,2025-03-23,52.67
449,1,2025-03-24,54.41
450,1,2025-03-25,54.51
451,1,2025-03-26,54.68
452,1,2025-03-27,53.32
453,1,2025-03-28,51.85
454,1,2025-03-29,51.22
455,1,2025-03-30,50.91
456,1,2025-03-31,51.04
457,1,2025-04-01,51.24
458,1,2025-04-02,52.9
459,1,2025-04-03,52.99
460,1,2025-04-04,54.15
461,1,2025-04-05,54.13
462,1,2025-04-06,55.73
463,1,2025-04-07,53.67
464,1,2025-04-08,53.05
465,1,2025-04-09,54.12
466,1,2025-04-10,53.96
467,1,2025-04-11,55.0
468,1,2025-04-12,55.45
469,1,2025-04-13,56.52
470,1,2025-04-14,57.25
471,1,2025-04-15,58.05
472,1,2025-04-16,59.81
473,1,2025-04-17,61.02
474,1,2025-04-18,62.26
475,1,2025-04-19,62.32
476,1,2025-04-20,61.62
477,1,2025-04-21,60.84
478,1,2025-04-22,61.79
479,1,2025-04-23,58.8
480,1,2025-04-24,57.3
481,1,2025-04-25,56.22
482,1,2025-04-26,55.97
483,1,2025-04-27,53.05
484,1,2025-04-28,54.41
485,1,2025-04-29,55.09
486,1,2025-04-30,57.31
487,1,2025-05-01,58.56
488,1,2025-05-02,59.79
489,1,2025-05-03,62.51
490,1,2025-05-04,61.83
491,1,2025-05-05,60.0
492,1,2025-05-06,59.75
493,1,2025-05-07,58.8
494,1,2025-05-08,58.52
495,1,2025-05-09,57.32
496,1,2025-05-10,58.0
497,1,2025-05-11,58.63
498,1,2025-05-12,58.63
499,1,2025-05-13,59.02
500,1,2025-05-14,58.88
501,1,2025-05-15,59.8
502,1,2025-05-16,59.91
503,1,2025-05-17,59.62
504,1,2025-05-18,60.76
505,1,2025-05-19,62.32
506,1,2025-05-20,64.02
507,1,2025-05-21,62.79
508,1,2025-05-22,62.15
509,1,2025-05-23,60.06
510,1,2025-05-24,59.81
511,1,2025-05-25,60.33
512,1,2025-05-26,60.2
513,1,2025-05-27,62.56
514,1,2025-05-28,62.08
515,1,2025-05-29,60.76
516,1,2025-05-30,61.48
517,1,2025-05-31,61.7
518,1,2025-06-01,62.41
519,1,2025-06-02,62.82
520,1,2025-06-03,63.15
521,1,2025-06-04,60.51
522,1,2025-06-05,59.66
523,1,2025-06-06,58.98
524,1,2025-06-07,58.6
525,1,2025-06-08,58.11
526,1,2025-06-09,58.61
527,1,2025-06-10,59.35
528,1,2025-06-11,58.03
529,1,2025-06-12,58.86
530,1,2025-06-13,59.58
531,1,2025-06-14,60.16
532,1,2025-06-15,58.49
533,1,2025-06-16,59.03
534,1,2025-06-17,59.16
535,1,2025-06-18,60.33
536,1,2025-06-19,62.51
537,1,2025-06-20,64.53
538,1,2025-06-21,64.7
539,1,2025-06-22,64.73
540,1,2025-06-23,65.58
541,1,2025-06-24,64.15
542,1,2025-06-25,62.33
543,1,2025-06-26,61.77
544,1,2025-06-27,63.31
545,1,2025-06-28,62.92
546,1,2025-06-29,64.84
547,1,2025-06-30,61.26
548,1,2025-07-01,59.34
549,1,2025-07-02,59.23
550,1,2025-07-03,60.31
551,1,2025-07-04,60.25
552,1,2025-07-05,60.17
553,1,2025-07-06,60.05
554,1,2025-07-07,57.97
555,1,2025-07-08,59.34
556,1,2025-07-09,58.56
557,1,2025-07-10,59.86
558,1,2025-07-11,59.81
559,1,2025-07-12,61.11
560,1,2025-07-13,61.56
561,1,2025-07-14,61.46
562,1,2025-07-15,61.77
563,1,2025-07-16,59.98
564,1,2025-07-17,60.02
565,1,2025-07-18,62.11
566,1,2025-07-19,63.77
567,1,2025-07-20,62.54
568,1,2025-07-21,63.21
569,1,2025-07-22,63.55
570,1,2025-07-23,64.62
571,1,2025-07-24,64.78
572,1,2025-07-25,64.51
573,1,2025-07-26,66.26
574,1,2025-07-27,66.58
575,1,2025-07-28,68.28
576,1,2025-07-29,69.64
577,1,2025-07-30,69.23
578,1,2025-07-31,69.03
579,1,2025-08-01,71.73
580,1,2025-08-02,72.04
581,1,2025-08-03,70.98
582,1,2025-08-04,69.32
583,1,2025-08-05,70.7
584,1,2025-08-06,70.96
585,1,2025-08-07,69.87
586,1,2025-08-08,70.85
587,1,2025-08-09,71.11
588,1,2025-08-10,68.79
589,1,2025-08-11,69.63
590,1,2025-08-12,71.52
591,1,2025-08-13,75.22
592,1,2025-08-14,75.31
593,1,2025-08-15,75.7
594,1,2025-08-16,78.17
595,1,2025-08-17,78.47
596,1,2025-08-18,78.94
597,1,2025-08-19,77.99
598,1,2025-08-20,75.85
599,1,2025-08-21,77.27
600,1,2025-08-22,75.34
601,1,2025-08-23,77.1
602,1,2025-08-24,75.92
603,1,2025-08-25,76.36
604,1,2025-08-26,75.83
605,1,2025-08-27,77.65
606,1,2025-08-28,78.16
607,1,2025-08-29,81.26
608,1,2025-08-30,79.54
609,1,2025-08-31,80.24
610,1,2025-09-01,80.35
611,1,2025-09-02,80.84
612,1,2025-09-03,83.47
613,1,2025-09-04,84.48
614,1,2025-09-05,82.59
615,1,2025-09-06,83.51
616,1,2025-09-07,82.86
617,1,2025-09-08,82.11
618,1,2025-09-09,83.87
619,1,2025-09-10,82.9
620,1,2025-09-11,82.32
621,1,2025-09-12,82.41
622,1,2025-09-13,84.01
623,1,2025-09-14,85.03
624,1,2025-09-15,84.67
625,1,2025-09-16,84.26
626,1,2025-09-17,82.34
627,1,2025-09-18,81.13
628,1,2025-09-19,80.11
629,1,2025-09-20,79.91
630,1,2025-09-21,83.13
631,1,2025-09-22,82.05
632,1,2025-09-23,81.6
633,1,2025-09-24,78.29
634,1,2025-09-25,79.27
635,1,2025-09-26,76.81
636,1,2025-09-27,75.46
637,1,2025-09-28,77.07
638,1,2025-09-29,73.86
639,1,2025-09-30,74.04
640,2,2024-01-01,34.68
641,2,2024-01-02,35.76
642,2,2024-01-03,35.12
643,2,2024-01-04,34.7
644,2,2024-01-05,35.97
645,2,2024-01-06,35.97
646,2,2024-01-07,35.46
647,2,2024-01-08,34.97
648,2,2024-01-09,34.3
649,2,2024-01-10,34.02
650,2,2024-01-11,34.78
651,2,2024-01-12,35.41
652,2,2024-01-13,34.6
653,2,2024-01-14,34.76
654,2,2024-01-15,34.5
655,2,2024-01-16,35.06
656,2,2024-01-17,34.97
657,2,2024-01-18,35.24
658,2,2024-01-19,35.15
659,2,2024-01-20,33.63
660,2,2024-01-21,33.68
661,2,2024-01-22,32.84
662,2,2024-01-23,33.34
663,2,2024-01-24,32.91
664,2,2024-01-25,32.53
665,2,2024-01-26,32.54
666,2,2024-01-27,32.93
667,2,2024-01-28,32.83
668,2,2024-01-29,33.93
669,2,2024-01-30,35.06
670,2,2024-01-31,36.28
671,2,2024-02-01,36.13
672,2,2024-02-02,35.08
673,2,2024-02-03,35.95
674,2,2024-02-04,35.67
675,2,2024-02-05,35.72
676,2,2024-02-06,36.18
677,2,2024-02-07,35.04
678,2,2024-02-08,36.2
679,2,2024-02-09,36.85
680,2,2024-02-10,37.13
681,2,2024-02-11,37.81
682,2,2024-02-12,38.25
683,2,2024-02-13,38.36
684,2,2024-02-14,38.14
685,2,2024-02-15,37.6
686,2,2024-02-16,37.83
687,2,2024-02-17,38.12
688,2,2024-02-18,38.97
689,2,2024-02-19,39.14
690,2,2024-02-20,38.5
691,2,2024-02-21,37.3
692,2,2024-02-22,37.23
693,2,2024-02-23,37.22
694,2,2024-02-24,37.17
695,2,2024-02-25,36.05
696,2,2024-02-26,36.84
697,2,2024-02-27,37.65
698,2,2024-02-28,37.05
699,2,2024-02-29,37.67
700,2,2024-03-01,38.4
701,2,2024-03-02,38.45
702,2,2024-03-03,37.74
703,2,2024-03-04,38.98
704,2,2024-03-05,39.29
705,2,2024-03-06,39.12
706,2,2024-03-07,39.74
707,2,2024-03-08,41.05
708,2,2024-03-09,40.66
709,2,2024-03-10,41.25
710,2,2024-03-11,42.87
711,2,2024-03-12,41.93
712,2,2024-03-13,41.49
713,2,2024-03-14,41.02
714,2,2024-03-15,40.91
715,2,2024-03-16,40.76
716,2,2024-03-17,41.02
717,2,2024-03-18,40.37
718,2,2024-03-19,39.89
719,2,2024-03-20,40.15
720,2,2024-03-21,40.29
721,2,2024-03-22,41.02
722,2,2024-03-23,41.37
723,2,2024-03-24,42.03
724,2,2024-03-25,41.09
725,2,2024-03-26,40.8
726,2,2024-03-27,42.33
727,2,2024-03-28,42.68
728,2,2024-03-29,43.34
729,2,2024-03-30,43.6
730,2,2024-03-31,43.99
731,2,2024-04-01,43.81
732,2,2024-04-02,46.96
733,2,2024-04-03,46.61
734,2,2024-04-04,46.6
735,2,2024-04-05,44.36
736,2,2024-04-06,45.37
737,2,2024-04-07,44.89
738,2,2024-04-08,44.86
739,2,2024-04-09,44.4
740,2,2024-04-10,44.3
741,2,2024-04-11,44.07
742,2,2024-04-12,44.06
743,2,2024-04-13,44.03
744,2,2024-04-14,43.92
745,2,2024-04-15,43.79
746,2,2024-04-16,44.96
747,2,2024-04-17,45.78
748,2,2024-04-18,46.61
749,2,2024-04-19,45.95
750,2,2024-04-20,47.13
751,2,2024-04-21,48.22
752,2,2024-04-22,47.71
753,2,2024-04-23,49.19
754,2,2024-04-24,48.54
755,2,2024-04-25,46.78
756,2,2024-04-26,47.83
757,2,2024-04-27,47.74
758,2,2024-04-28,48.7
759,2,2024-04-29,47.99
760,2,2024-04-30,46.8
761,2,2024-05-01,47.98
762,2,2024-05-02,46.65
763,2,2024-05-03,45.22
764,2,2024-05-04,43.5
765,2,2024-05-05,41.09
766,2,2024-05-06,40.26
767,2,2024-05-07,38.53
768,2,2024-05-08,38.52
769,2,2024-05-09,36.82
770,2,2024-05-10,36.03
771,2,2024-05-11,37.73
772,2,2024-05-12,38.01
773,2,2024-05-13,38.07
774,2,2024-05-14,36.85
775,2,2024-05-15,36.69
776,2,2024-05-16,36.74
777,2,2024-05-17,35.58
778,2,2024-05-18,35.69
779,2,2024-05-19,36.56
780,2,2024-05-20,36.32
781,2,2024-05-21,36.2
782,2,2024-05-22,34.74
783,2,2024-05-23,33.78
784,2,2024-05-24,34.51
785,2,2024-05-25,34.07
786,2,2024-05-26,33.46
787,2,2024-05-27,33.01
788,2,2024-05-28,32.99
789,2,2024-05-29,32.24
790,2,2024-05-30,32.34
791,2,2024-05-31,31.48
792,2,2024-06-01,31.98
793,2,2024-06-02,31.32
794,2,2024-06-03,32.16
795,2,2024-06-04,32.17
796,2,2024-06-05,31.64
797,2,2024-06-06,32.24
798,2,2024-06-07,31.37
799,2,2024-06-08,31.04
800,2,2024-06-09,31.05
801,2,2024-06-10,30.99
802,2,2024-06-11,29.76
803,2,2024-06-12,29.23
804,2,2024-06-13,29.34
805,2,2024-06-14,28.58
806,2,2024-06-15,29.32
807,2,2024-06-16,29.63
808,2,2024-06-17,29.34
809,2,2024-06-18,29.22
810,2,2024-06-19,30.33
811,2,2024-06-20,30.91
812,2,2024-06-21,31.16
813,2,2024-06-22,30.29
814,2,2024-06-23,31.29
815,2,2024-06-24,31.97
816,2,2024-06-25,31.89
817,2,2024-06-26,31.56
818,2,2024-06-27,31.45
819,2,2024-06-28,30.71
820,2,2024-06-29,30.44
821,2,2024-06-30,30.92
822,2,2024-07-01,29.82
823,2,2024-07-02,29.64
824,2,2024-07-03,29.73
825,2,2024-07-04,29.8
826,2,2024-07-05,29.11
827,2,2024-07-06,28.44
828,2,2024-07-07,29.07
829,2,2024-07-08,28.38
830,2,2024-07-09,28.96
831,2,2024-07-10,28.7
832,2,2024-07-11,29.33
833,2,2024-07-12,29.1
834,2,2024-07-13,28.44
835,2,2024-07-14,28.94
836,2,2024-07-15,28.94
837,2,2024-07-16,29.79
838,2,2024-07-17,30.34
839,2,2024-07-18,30.22
840,2,2024-07-19,29.96
841,2,2024-07-20,29.99
842,2,2024-07-21,30.12
843,2,2024-07-22,29.6
844,2,2024-07-23,30.12
845,2,2024-07-24,29.89
846,2,2024-07-25,29.65
847,2,2024-07-26,29.35
848,2,2024-07-27,29.5
849,2,2024-07-28,29.1
850,2,2024-07-29,29.2
851,2,2024-07-30,30.83
852,2,2024-07-31,30.81
853,2,2024-08-01,30.56
854,2,2024-08-02,29.55
855,2,2024-08-03,29.6
856,2,2024-08-04,28.96
857,2,2024-08-05,28.75
858,2,2024-08-06,28.86
859,2,2024-08-07,27.87
860,2,2024-08-08,27.97
861,2,2024-08-09,28.16
862,2,2024-08-10,27.44
863,2,2024-08-11,27.24
864,2,2024-08-12,26.25
865,2,2024-08-13,27.1
866,2,2024-08-14,27.29
867,2,2024-08-15,27.2
868,2,2024-08-16,27.13
869,2,2024-08-17,27.76
870,2,2024-08-18,27.72
871,2,2024-08-19,27.91
872,2,2024-08-20,28.78
873,2,2024-08-21,28.59
874,2,2024-08-22,27.98
875,2,2024-08-23,27.53
876,2,2024-08-24,28.33
877,2,2024-08-25,28.4
878,2,2024-08-26,28.13
879,2,2024-08-27,28.69
880,2,2024-08-28,29.28
881,2,2024-08-29,29.01
882,2,2024-08-30,28.46
883,2,2024-08-31,27.58
884,2,2024-09-01,26.61
885,2,2024-09-02,26.48
886,2,2024-09-03,26.02
887,2,2024-09-04,27.0
888,2,2024-09-05,27.05
889,2,2024-09-06,26.01
890,2,2024-09-07,26.76
891,2,2024-09-08,26.86
892,2,2024-09-09,27.25
893,2,2024-09-10,27.64
894,2,2024-09-11,27.82
895,2,2024-09-12,28.12
896,2,2024-09-13,28.27
897,2,2024-09-14,27.66
898,2,2024-09-15,27.87
899,2,2024-09-16,28.46
900,2,2024-09-17,28.35
901,2,2024-09-18,28.68
902,2,2024-09-19,28.94
903,2,2024-09-20,30.0
904,2,2024-09-21,29.86
905,2,2024-09-22,29.7
906,2,2024-09-23,29.65
907,2,2024-09-24,29.6
908,2,2024-09-25,28.27
909,2,2024-09-26,27.92
910,2,2024-09-27,28.11
911,2,2024-09-28,28.12
912,2,2024-09-29,27.68
913,2,2024-09-30,27.33
914,2,2024-10-01,27.14
915,2,2024-10-02,26.72
916,2,2024-10-03,26.46
917,2,2024-10-04,26.19
918,2,2024-10-05,26.67
919,2,2024-10-06,27.23
920,2,2024-10-07,27.75
921,2,2024-10-08,28.0
922,2,2024-10-09,27.62
923,2,2024-10-10,28.16
924,2,2024-10-11,28.0
925,2,2024-10-12,28.03
926,2,2024-10-13,28.79
927,2,2024-10-14,28.85
928,2,2024-10-15,29.01
929,2,2024-10-16,28.2
930,2,2024-10-17,28.49
931,2,2024-10-18,27.95
